Arrival Date,Treatment NHS Board Description - as at date of episode,Location Name,Number Of Attendances
14-Sep-17,NHS GREATER GLASGOW & CLYDE,STOBHILL HOSPITAL,61
14-Sep-17,NHS GREATER GLASGOW & CLYDE,VALE OF LEVEN GENERAL HOSPITAL,45
14-Sep-17,NHS HIGHLAND,BELFORD HOSPITAL,27
14-Sep-17,NHS HIGHLAND,CAITHNESS GENERAL HOSPITAL,17
14-Sep-17,NHS HIGHLAND,LORN & ISLANDS HOSPITAL,24
14-Sep-17,NHS HIGHLAND,RAIGMORE HOSPITAL,115
14-Sep-17,NHS LANARKSHIRE,UNIVERSITY HOSPITAL HAIRMYRES,193
14-Sep-17,NHS LANARKSHIRE,UNIVERSITY HOSPITAL MONKLANDS ,188
14-Sep-17,NHS LANARKSHIRE,UNIVERSITY HOSPITAL WISHAW ,213
14-Sep-17,NHS LOTHIAN,ROYAL HOSPITAL FOR SICK CHILDREN (EDINBURGH),124
14-Sep-17,NHS LOTHIAN,ROYAL INFIRMARY OF EDINBURGH AT LITTLE FRANCE,344
14-Sep-17,NHS LOTHIAN,ST JOHN'S HOSPITAL,160
14-Sep-17,NHS LOTHIAN,WESTERN GENERAL HOSPITAL,140
14-Sep-17,NHS ORKNEY,BALFOUR HOSPITAL,13
14-Sep-17,NHS SHETLAND,GILBERT BAIN HOSPITAL,18
14-Sep-17,NHS TAYSIDE,ARBROATH INFIRMARY,28
14-Sep-17,NHS TAYSIDE,BLAIRGOWRIE & RATTRAY COTTAGE HOSPITAL,10
14-Sep-17,NHS TAYSIDE,BRECHIN INFIRMARY,5
14-Sep-17,NHS TAYSIDE,CRIEFF COMMUNITY HOSPITAL,2
14-Sep-17,NHS TAYSIDE,LINKS HEALTH CENTRE,10
14-Sep-17,NHS TAYSIDE,NINEWELLS HOSPITAL,138
14-Sep-17,NHS TAYSIDE,PERTH ROYAL INFIRMARY,64
14-Sep-17,NHS TAYSIDE,PITLOCHRY COMMUNITY HOSPITAL,9
14-Sep-17,NHS TAYSIDE,WHITEHILLS HEALTH AND COMMUNITY CARE CENTRE,6
14-Sep-17,NHS WESTERN ISLES,UIST & BARRA HOSPITAL,3
14-Sep-17,NHS WESTERN ISLES,WESTERN ISLES HOSPITAL,20
15-Sep-17,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL AYR,120
15-Sep-17,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL CROSSHOUSE,191
15-Sep-17,NHS BORDERS,BORDERS GENERAL HOSPITAL,76
15-Sep-17,NHS DUMFRIES & GALLOWAY,DUMFRIES & GALLOWAY ROYAL INFIRMARY,115
15-Sep-17,NHS DUMFRIES & GALLOWAY,GALLOWAY COMMUNITY HOSPITAL,37
15-Sep-17,NHS DUMFRIES & GALLOWAY,NEWTON STEWART HOSPITAL,1
15-Sep-17,NHS FIFE,ADAMSON HOSPITAL,7
15-Sep-17,NHS FIFE,QUEEN MARGARET HOSPITAL,68
15-Sep-17,NHS FIFE,ST ANDREWS COMMUNITY HOSPITAL,19
15-Sep-17,NHS FIFE,VICTORIA HOSPITAL,176
15-Sep-17,NHS FORTH VALLEY,FORTH VALLEY ROYAL HOSPITAL,164
15-Sep-17,NHS FORTH VALLEY,STIRLING COMMUNITY HOSPITAL,38
15-Sep-17,NHS GRAMPIAN,ABERDEEN ROYAL INFIRMARY,149
15-Sep-17,NHS GRAMPIAN,DR GRAY'S HOSPITAL,55
15-Sep-17,NHS GRAMPIAN,ROYAL ABERDEEN CHILDREN'S HOSPITAL,41
15-Sep-17,NHS GREATER GLASGOW & CLYDE,GLASGOW ROYAL INFIRMARY,238
15-Sep-17,NHS GREATER GLASGOW & CLYDE,INVERCLYDE ROYAL HOSPITAL,97
15-Sep-17,NHS GREATER GLASGOW & CLYDE,NEW VICTORIA HOSPITAL,100
15-Sep-17,NHS GREATER GLASGOW & CLYDE,QUEEN ELIZABETH UNIVERSITY HOSPITAL,252
15-Sep-17,NHS GREATER GLASGOW & CLYDE,ROYAL ALEXANDRA HOSPITAL,173
15-Sep-17,NHS GREATER GLASGOW & CLYDE,ROYAL HOSPITAL FOR CHILDREN,197
15-Sep-17,NHS GREATER GLASGOW & CLYDE,STOBHILL HOSPITAL,65
15-Sep-17,NHS GREATER GLASGOW & CLYDE,VALE OF LEVEN GENERAL HOSPITAL,53
15-Sep-17,NHS HIGHLAND,BELFORD HOSPITAL,30
15-Sep-17,NHS HIGHLAND,CAITHNESS GENERAL HOSPITAL,17
15-Sep-17,NHS HIGHLAND,LORN & ISLANDS HOSPITAL,20
15-Sep-17,NHS HIGHLAND,RAIGMORE HOSPITAL,84
15-Sep-17,NHS LANARKSHIRE,UNIVERSITY HOSPITAL HAIRMYRES,180
15-Sep-17,NHS LANARKSHIRE,UNIVERSITY HOSPITAL MONKLANDS ,193
15-Sep-17,NHS LANARKSHIRE,UNIVERSITY HOSPITAL WISHAW ,191
15-Sep-17,NHS LOTHIAN,ROYAL HOSPITAL FOR SICK CHILDREN (EDINBURGH),115
15-Sep-17,NHS LOTHIAN,ROYAL INFIRMARY OF EDINBURGH AT LITTLE FRANCE,302
15-Sep-17,NHS LOTHIAN,ST JOHN'S HOSPITAL,127
15-Sep-17,NHS LOTHIAN,WESTERN GENERAL HOSPITAL,138
15-Sep-17,NHS ORKNEY,BALFOUR HOSPITAL,14
15-Sep-17,NHS SHETLAND,GILBERT BAIN HOSPITAL,23
15-Sep-17,NHS TAYSIDE,ARBROATH INFIRMARY,26
15-Sep-17,NHS TAYSIDE,BLAIRGOWRIE & RATTRAY COTTAGE HOSPITAL,6
15-Sep-17,NHS TAYSIDE,BRECHIN INFIRMARY,7
15-Sep-17,NHS TAYSIDE,CRIEFF COMMUNITY HOSPITAL,7
15-Sep-17,NHS TAYSIDE,LINKS HEALTH CENTRE,14
15-Sep-17,NHS TAYSIDE,NINEWELLS HOSPITAL,125
15-Sep-17,NHS TAYSIDE,PERTH ROYAL INFIRMARY,63
15-Sep-17,NHS TAYSIDE,PITLOCHRY COMMUNITY HOSPITAL,6
15-Sep-17,NHS TAYSIDE,ST MARGARET'S HOSPITAL,2
15-Sep-17,NHS TAYSIDE,WHITEHILLS HEALTH AND COMMUNITY CARE CENTRE,14
15-Sep-17,NHS WESTERN ISLES,UIST & BARRA HOSPITAL,2
15-Sep-17,NHS WESTERN ISLES,WESTERN ISLES HOSPITAL,19
16-Sep-17,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL AYR,97
16-Sep-17,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL CROSSHOUSE,166
16-Sep-17,NHS BORDERS,BORDERS GENERAL HOSPITAL,70
16-Sep-17,NHS DUMFRIES & GALLOWAY,DUMFRIES & GALLOWAY ROYAL INFIRMARY,109
16-Sep-17,NHS DUMFRIES & GALLOWAY,GALLOWAY COMMUNITY HOSPITAL,31
16-Sep-17,NHS DUMFRIES & GALLOWAY,NEWTON STEWART HOSPITAL,1
16-Sep-17,NHS FIFE,QUEEN MARGARET HOSPITAL,52
16-Sep-17,NHS FIFE,VICTORIA HOSPITAL,181
16-Sep-17,NHS FORTH VALLEY,FORTH VALLEY ROYAL HOSPITAL,176
16-Sep-17,NHS FORTH VALLEY,STIRLING COMMUNITY HOSPITAL,54
16-Sep-17,NHS GRAMPIAN,ABERDEEN ROYAL INFIRMARY,178
16-Sep-17,NHS GRAMPIAN,DR GRAY'S HOSPITAL,79
16-Sep-17,NHS GRAMPIAN,ROYAL ABERDEEN CHILDREN'S HOSPITAL,46
16-Sep-17,NHS GREATER GLASGOW & CLYDE,GLASGOW ROYAL INFIRMARY,247
16-Sep-17,NHS GREATER GLASGOW & CLYDE,INVERCLYDE ROYAL HOSPITAL,84
16-Sep-17,NHS GREATER GLASGOW & CLYDE,NEW VICTORIA HOSPITAL,98
16-Sep-17,NHS GREATER GLASGOW & CLYDE,QUEEN ELIZABETH UNIVERSITY HOSPITAL,295
16-Sep-17,NHS GREATER GLASGOW & CLYDE,ROYAL ALEXANDRA HOSPITAL,170
16-Sep-17,NHS GREATER GLASGOW & CLYDE,ROYAL HOSPITAL FOR CHILDREN,195
16-Sep-17,NHS GREATER GLASGOW & CLYDE,STOBHILL HOSPITAL,42
16-Sep-17,NHS GREATER GLASGOW & CLYDE,VALE OF LEVEN GENERAL HOSPITAL,35
16-Sep-17,NHS HIGHLAND,BELFORD HOSPITAL,39
16-Sep-17,NHS HIGHLAND,CAITHNESS GENERAL HOSPITAL,11
16-Sep-17,NHS HIGHLAND,LORN & ISLANDS HOSPITAL,20
16-Sep-17,NHS HIGHLAND,RAIGMORE HOSPITAL,113
16-Sep-17,NHS LANARKSHIRE,UNIVERSITY HOSPITAL HAIRMYRES,145
16-Sep-17,NHS LANARKSHIRE,UNIVERSITY HOSPITAL MONKLANDS ,158
16-Sep-17,NHS LANARKSHIRE,UNIVERSITY HOSPITAL WISHAW ,160
16-Sep-17,NHS LOTHIAN,ROYAL HOSPITAL FOR SICK CHILDREN (EDINBURGH),138
16-Sep-17,NHS LOTHIAN,ROYAL INFIRMARY OF EDINBURGH AT LITTLE FRANCE,314
16-Sep-17,NHS LOTHIAN,ST JOHN'S HOSPITAL,152
16-Sep-17,NHS LOTHIAN,WESTERN GENERAL HOSPITAL,114
16-Sep-17,NHS ORKNEY,BALFOUR HOSPITAL,19
16-Sep-17,NHS SHETLAND,GILBERT BAIN HOSPITAL,25
16-Sep-17,NHS TAYSIDE,ARBROATH INFIRMARY,49
16-Sep-17,NHS TAYSIDE,BLAIRGOWRIE & RATTRAY COTTAGE HOSPITAL,14
16-Sep-17,NHS TAYSIDE,BRECHIN INFIRMARY,8
16-Sep-17,NHS TAYSIDE,CRIEFF COMMUNITY HOSPITAL,4
16-Sep-17,NHS TAYSIDE,LINKS HEALTH CENTRE,12
16-Sep-17,NHS TAYSIDE,NINEWELLS HOSPITAL,153
16-Sep-17,NHS TAYSIDE,PERTH ROYAL INFIRMARY,81
16-Sep-17,NHS TAYSIDE,PITLOCHRY COMMUNITY HOSPITAL,2
16-Sep-17,NHS TAYSIDE,WHITEHILLS HEALTH AND COMMUNITY CARE CENTRE,22
16-Sep-17,NHS WESTERN ISLES,UIST & BARRA HOSPITAL,3
16-Sep-17,NHS WESTERN ISLES,WESTERN ISLES HOSPITAL,25
17-Sep-17,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL AYR,97
17-Sep-17,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL CROSSHOUSE,184
17-Sep-17,NHS BORDERS,BORDERS GENERAL HOSPITAL,83
17-Sep-17,NHS DUMFRIES & GALLOWAY,DUMFRIES & GALLOWAY ROYAL INFIRMARY,117
17-Sep-17,NHS DUMFRIES & GALLOWAY,GALLOWAY COMMUNITY HOSPITAL,41
17-Sep-17,NHS FIFE,QUEEN MARGARET HOSPITAL,61
17-Sep-17,NHS FIFE,VICTORIA HOSPITAL,205
17-Sep-17,NHS FORTH VALLEY,FORTH VALLEY ROYAL HOSPITAL,199
17-Sep-17,NHS FORTH VALLEY,STIRLING COMMUNITY HOSPITAL,57
17-Sep-17,NHS GRAMPIAN,ABERDEEN ROYAL INFIRMARY,209
17-Sep-17,NHS GRAMPIAN,DR GRAY'S HOSPITAL,74
17-Sep-17,NHS GRAMPIAN,ROYAL ABERDEEN CHILDREN'S HOSPITAL,49
17-Sep-17,NHS GREATER GLASGOW & CLYDE,GLASGOW ROYAL INFIRMARY,258
17-Sep-17,NHS GREATER GLASGOW & CLYDE,INVERCLYDE ROYAL HOSPITAL,91
17-Sep-17,NHS GREATER GLASGOW & CLYDE,NEW VICTORIA HOSPITAL,89
17-Sep-17,NHS GREATER GLASGOW & CLYDE,QUEEN ELIZABETH UNIVERSITY HOSPITAL,306
17-Sep-17,NHS GREATER GLASGOW & CLYDE,ROYAL ALEXANDRA HOSPITAL,201
17-Sep-17,NHS GREATER GLASGOW & CLYDE,ROYAL HOSPITAL FOR CHILDREN,207
17-Sep-17,NHS GREATER GLASGOW & CLYDE,STOBHILL HOSPITAL,51
17-Sep-17,NHS GREATER GLASGOW & CLYDE,VALE OF LEVEN GENERAL HOSPITAL,57
17-Sep-17,NHS HIGHLAND,BELFORD HOSPITAL,20
17-Sep-17,NHS HIGHLAND,CAITHNESS GENERAL HOSPITAL,22
17-Sep-17,NHS HIGHLAND,LORN & ISLANDS HOSPITAL,22
17-Sep-17,NHS HIGHLAND,RAIGMORE HOSPITAL,109
17-Sep-17,NHS LANARKSHIRE,UNIVERSITY HOSPITAL HAIRMYRES,199
17-Sep-17,NHS LANARKSHIRE,UNIVERSITY HOSPITAL MONKLANDS ,206
17-Sep-17,NHS LANARKSHIRE,UNIVERSITY HOSPITAL WISHAW ,186
17-Sep-17,NHS LOTHIAN,ROYAL HOSPITAL FOR SICK CHILDREN (EDINBURGH),138
17-Sep-17,NHS LOTHIAN,ROYAL INFIRMARY OF EDINBURGH AT LITTLE FRANCE,346
17-Sep-17,NHS LOTHIAN,ST JOHN'S HOSPITAL,162
17-Sep-17,NHS LOTHIAN,WESTERN GENERAL HOSPITAL,108
17-Sep-17,NHS ORKNEY,BALFOUR HOSPITAL,9
17-Sep-17,NHS SHETLAND,GILBERT BAIN HOSPITAL,14
17-Sep-17,NHS TAYSIDE,ARBROATH INFIRMARY,50
17-Sep-17,NHS TAYSIDE,BLAIRGOWRIE & RATTRAY COTTAGE HOSPITAL,5
17-Sep-17,NHS TAYSIDE,BRECHIN INFIRMARY,2
17-Sep-17,NHS TAYSIDE,CRIEFF COMMUNITY HOSPITAL,3
17-Sep-17,NHS TAYSIDE,LINKS HEALTH CENTRE,16
17-Sep-17,NHS TAYSIDE,NINEWELLS HOSPITAL,172
17-Sep-17,NHS TAYSIDE,PERTH ROYAL INFIRMARY,75
17-Sep-17,NHS TAYSIDE,PITLOCHRY COMMUNITY HOSPITAL,7
17-Sep-17,NHS TAYSIDE,WHITEHILLS HEALTH AND COMMUNITY CARE CENTRE,25
17-Sep-17,NHS WESTERN ISLES,UIST & BARRA HOSPITAL,1
17-Sep-17,NHS WESTERN ISLES,WESTERN ISLES HOSPITAL,22
18-Sep-17,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL AYR,116
18-Sep-17,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL CROSSHOUSE,219
18-Sep-17,NHS BORDERS,BORDERS GENERAL HOSPITAL,99
18-Sep-17,NHS DUMFRIES & GALLOWAY,DUMFRIES & GALLOWAY ROYAL INFIRMARY,118
18-Sep-17,NHS DUMFRIES & GALLOWAY,GALLOWAY COMMUNITY HOSPITAL,47
18-Sep-17,NHS FIFE,ADAMSON HOSPITAL,9
18-Sep-17,NHS FIFE,QUEEN MARGARET HOSPITAL,74
18-Sep-17,NHS FIFE,ST ANDREWS COMMUNITY HOSPITAL,20
18-Sep-17,NHS FIFE,VICTORIA HOSPITAL,205
18-Sep-17,NHS FORTH VALLEY,FORTH VALLEY ROYAL HOSPITAL,201
18-Sep-17,NHS FORTH VALLEY,STIRLING COMMUNITY HOSPITAL,55
18-Sep-17,NHS GRAMPIAN,ABERDEEN ROYAL INFIRMARY,152
18-Sep-17,NHS GRAMPIAN,DR GRAY'S HOSPITAL,76
18-Sep-17,NHS GRAMPIAN,ROYAL ABERDEEN CHILDREN'S HOSPITAL,41
18-Sep-17,NHS GREATER GLASGOW & CLYDE,GLASGOW ROYAL INFIRMARY,321
18-Sep-17,NHS GREATER GLASGOW & CLYDE,INVERCLYDE ROYAL HOSPITAL,90
18-Sep-17,NHS GREATER GLASGOW & CLYDE,NEW VICTORIA HOSPITAL,109
18-Sep-17,NHS GREATER GLASGOW & CLYDE,QUEEN ELIZABETH UNIVERSITY HOSPITAL,291
18-Sep-17,NHS GREATER GLASGOW & CLYDE,ROYAL ALEXANDRA HOSPITAL,223
18-Sep-17,NHS GREATER GLASGOW & CLYDE,ROYAL HOSPITAL FOR CHILDREN,213
18-Sep-17,NHS GREATER GLASGOW & CLYDE,STOBHILL HOSPITAL,88
18-Sep-17,NHS GREATER GLASGOW & CLYDE,VALE OF LEVEN GENERAL HOSPITAL,71
18-Sep-17,NHS HIGHLAND,BELFORD HOSPITAL,32
18-Sep-17,NHS HIGHLAND,CAITHNESS GENERAL HOSPITAL,24
18-Sep-17,NHS HIGHLAND,LORN & ISLANDS HOSPITAL,27
18-Sep-17,NHS HIGHLAND,RAIGMORE HOSPITAL,117
18-Sep-17,NHS LANARKSHIRE,UNIVERSITY HOSPITAL HAIRMYRES,208
18-Sep-17,NHS LANARKSHIRE,UNIVERSITY HOSPITAL MONKLANDS ,215
18-Sep-17,NHS LANARKSHIRE,UNIVERSITY HOSPITAL WISHAW ,264
18-Sep-17,NHS LOTHIAN,ROYAL HOSPITAL FOR SICK CHILDREN (EDINBURGH),155
18-Sep-17,NHS LOTHIAN,ROYAL INFIRMARY OF EDINBURGH AT LITTLE FRANCE,367
18-Sep-17,NHS LOTHIAN,ST JOHN'S HOSPITAL,193
18-Sep-17,NHS LOTHIAN,WESTERN GENERAL HOSPITAL,120
18-Sep-17,NHS ORKNEY,BALFOUR HOSPITAL,26
18-Sep-17,NHS SHETLAND,GILBERT BAIN HOSPITAL,30
18-Sep-17,NHS TAYSIDE,ARBROATH INFIRMARY,53
18-Sep-17,NHS TAYSIDE,BLAIRGOWRIE & RATTRAY COTTAGE HOSPITAL,11
18-Sep-17,NHS TAYSIDE,BRECHIN INFIRMARY,5
18-Sep-17,NHS TAYSIDE,CRIEFF COMMUNITY HOSPITAL,6
18-Sep-17,NHS TAYSIDE,LINKS HEALTH CENTRE,16
18-Sep-17,NHS TAYSIDE,NINEWELLS HOSPITAL,132
18-Sep-17,NHS TAYSIDE,PERTH ROYAL INFIRMARY,60
18-Sep-17,NHS TAYSIDE,PITLOCHRY COMMUNITY HOSPITAL,4
18-Sep-17,NHS TAYSIDE,WHITEHILLS HEALTH AND COMMUNITY CARE CENTRE,16
18-Sep-17,NHS WESTERN ISLES,UIST & BARRA HOSPITAL,5
18-Sep-17,NHS WESTERN ISLES,WESTERN ISLES HOSPITAL,18
19-Sep-17,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL AYR,93
19-Sep-17,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL CROSSHOUSE,223
19-Sep-17,NHS BORDERS,BORDERS GENERAL HOSPITAL,77
19-Sep-17,NHS DUMFRIES & GALLOWAY,DUMFRIES & GALLOWAY ROYAL INFIRMARY,110
19-Sep-17,NHS DUMFRIES & GALLOWAY,GALLOWAY COMMUNITY HOSPITAL,32
19-Sep-17,NHS FIFE,ADAMSON HOSPITAL,5
19-Sep-17,NHS FIFE,QUEEN MARGARET HOSPITAL,62
19-Sep-17,NHS FIFE,ST ANDREWS COMMUNITY HOSPITAL,12
19-Sep-17,NHS FIFE,VICTORIA HOSPITAL,197
19-Sep-17,NHS FORTH VALLEY,FORTH VALLEY ROYAL HOSPITAL,189
19-Sep-17,NHS FORTH VALLEY,STIRLING COMMUNITY HOSPITAL,59
19-Sep-17,NHS GRAMPIAN,ABERDEEN ROYAL INFIRMARY,178
19-Sep-17,NHS GRAMPIAN,DR GRAY'S HOSPITAL,74
19-Sep-17,NHS GRAMPIAN,ROYAL ABERDEEN CHILDREN'S HOSPITAL,50
19-Sep-17,NHS GREATER GLASGOW & CLYDE,GLASGOW ROYAL INFIRMARY,243
19-Sep-17,NHS GREATER GLASGOW & CLYDE,INVERCLYDE ROYAL HOSPITAL,85
19-Sep-17,NHS GREATER GLASGOW & CLYDE,NEW VICTORIA HOSPITAL,112
19-Sep-17,NHS GREATER GLASGOW & CLYDE,QUEEN ELIZABETH UNIVERSITY HOSPITAL,308
19-Sep-17,NHS GREATER GLASGOW & CLYDE,ROYAL ALEXANDRA HOSPITAL,175
19-Sep-17,NHS GREATER GLASGOW & CLYDE,ROYAL HOSPITAL FOR CHILDREN,177
19-Sep-17,NHS GREATER GLASGOW & CLYDE,STOBHILL HOSPITAL,60
19-Sep-17,NHS GREATER GLASGOW & CLYDE,VALE OF LEVEN GENERAL HOSPITAL,45
19-Sep-17,NHS HIGHLAND,BELFORD HOSPITAL,34
19-Sep-17,NHS HIGHLAND,CAITHNESS GENERAL HOSPITAL,19
19-Sep-17,NHS HIGHLAND,LORN & ISLANDS HOSPITAL,18
19-Sep-17,NHS HIGHLAND,RAIGMORE HOSPITAL,107
19-Sep-17,NHS LANARKSHIRE,UNIVERSITY HOSPITAL HAIRMYRES,184
19-Sep-17,NHS LANARKSHIRE,UNIVERSITY HOSPITAL MONKLANDS ,215
19-Sep-17,NHS LANARKSHIRE,UNIVERSITY HOSPITAL WISHAW ,202
19-Sep-17,NHS LOTHIAN,ROYAL HOSPITAL FOR SICK CHILDREN (EDINBURGH),162
19-Sep-17,NHS LOTHIAN,ROYAL INFIRMARY OF EDINBURGH AT LITTLE FRANCE,364
19-Sep-17,NHS LOTHIAN,ST JOHN'S HOSPITAL,155
19-Sep-17,NHS LOTHIAN,WESTERN GENERAL HOSPITAL,179
19-Sep-17,NHS ORKNEY,BALFOUR HOSPITAL,13
19-Sep-17,NHS SHETLAND,GILBERT BAIN HOSPITAL,30
19-Sep-17,NHS TAYSIDE,ARBROATH INFIRMARY,42
19-Sep-17,NHS TAYSIDE,BLAIRGOWRIE & RATTRAY COTTAGE HOSPITAL,7
19-Sep-17,NHS TAYSIDE,BRECHIN INFIRMARY,10
19-Sep-17,NHS TAYSIDE,CRIEFF COMMUNITY HOSPITAL,3
19-Sep-17,NHS TAYSIDE,LINKS HEALTH CENTRE,14
19-Sep-17,NHS TAYSIDE,NINEWELLS HOSPITAL,119
19-Sep-17,NHS TAYSIDE,PERTH ROYAL INFIRMARY,66
19-Sep-17,NHS TAYSIDE,PITLOCHRY COMMUNITY HOSPITAL,4
19-Sep-17,NHS TAYSIDE,WHITEHILLS HEALTH AND COMMUNITY CARE CENTRE,21
19-Sep-17,NHS WESTERN ISLES,UIST & BARRA HOSPITAL,3
19-Sep-17,NHS WESTERN ISLES,WESTERN ISLES HOSPITAL,21
20-Sep-17,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL AYR,115
20-Sep-17,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL CROSSHOUSE,189
20-Sep-17,NHS BORDERS,BORDERS GENERAL HOSPITAL,89
20-Sep-17,NHS DUMFRIES & GALLOWAY,DUMFRIES & GALLOWAY ROYAL INFIRMARY,113
20-Sep-17,NHS DUMFRIES & GALLOWAY,GALLOWAY COMMUNITY HOSPITAL,40
20-Sep-17,NHS DUMFRIES & GALLOWAY,NEWTON STEWART HOSPITAL,1
20-Sep-17,NHS FIFE,ADAMSON HOSPITAL,4
20-Sep-17,NHS FIFE,QUEEN MARGARET HOSPITAL,58
20-Sep-17,NHS FIFE,ST ANDREWS COMMUNITY HOSPITAL,14
20-Sep-17,NHS FIFE,VICTORIA HOSPITAL,175
20-Sep-17,NHS FORTH VALLEY,FORTH VALLEY ROYAL HOSPITAL,184
20-Sep-17,NHS FORTH VALLEY,STIRLING COMMUNITY HOSPITAL,52
20-Sep-17,NHS GRAMPIAN,ABERDEEN ROYAL INFIRMARY,154
20-Sep-17,NHS GRAMPIAN,DR GRAY'S HOSPITAL,79
20-Sep-17,NHS GRAMPIAN,ROYAL ABERDEEN CHILDREN'S HOSPITAL,41
20-Sep-17,NHS GREATER GLASGOW & CLYDE,GLASGOW ROYAL INFIRMARY,271
20-Sep-17,NHS GREATER GLASGOW & CLYDE,INVERCLYDE ROYAL HOSPITAL,83
20-Sep-17,NHS GREATER GLASGOW & CLYDE,NEW VICTORIA HOSPITAL,111
20-Sep-17,NHS GREATER GLASGOW & CLYDE,QUEEN ELIZABETH UNIVERSITY HOSPITAL,293
20-Sep-17,NHS GREATER GLASGOW & CLYDE,ROYAL ALEXANDRA HOSPITAL,187
20-Sep-17,NHS GREATER GLASGOW & CLYDE,ROYAL HOSPITAL FOR CHILDREN,191
20-Sep-17,NHS GREATER GLASGOW & CLYDE,STOBHILL HOSPITAL,66
20-Sep-17,NHS GREATER GLASGOW & CLYDE,VALE OF LEVEN GENERAL HOSPITAL,46
20-Sep-17,NHS HIGHLAND,BELFORD HOSPITAL,36
20-Sep-17,NHS HIGHLAND,CAITHNESS GENERAL HOSPITAL,16
20-Sep-17,NHS HIGHLAND,LORN & ISLANDS HOSPITAL,25
20-Sep-17,NHS HIGHLAND,RAIGMORE HOSPITAL,86
20-Sep-17,NHS LANARKSHIRE,UNIVERSITY HOSPITAL HAIRMYRES,172
20-Sep-17,NHS LANARKSHIRE,UNIVERSITY HOSPITAL MONKLANDS ,194
20-Sep-17,NHS LANARKSHIRE,UNIVERSITY HOSPITAL WISHAW ,206
20-Sep-17,NHS LOTHIAN,ROYAL HOSPITAL FOR SICK CHILDREN (EDINBURGH),161
20-Sep-17,NHS LOTHIAN,ROYAL INFIRMARY OF EDINBURGH AT LITTLE FRANCE,303
20-Sep-17,NHS LOTHIAN,ST JOHN'S HOSPITAL,163
20-Sep-17,NHS LOTHIAN,WESTERN GENERAL HOSPITAL,127
20-Sep-17,NHS ORKNEY,BALFOUR HOSPITAL,14
20-Sep-17,NHS SHETLAND,GILBERT BAIN HOSPITAL,21
20-Sep-17,NHS TAYSIDE,ARBROATH INFIRMARY,34
20-Sep-17,NHS TAYSIDE,BLAIRGOWRIE & RATTRAY COTTAGE HOSPITAL,13
20-Sep-17,NHS TAYSIDE,BRECHIN INFIRMARY,4
20-Sep-17,NHS TAYSIDE,CRIEFF COMMUNITY HOSPITAL,2
20-Sep-17,NHS TAYSIDE,LINKS HEALTH CENTRE,9
20-Sep-17,NHS TAYSIDE,NINEWELLS HOSPITAL,135
20-Sep-17,NHS TAYSIDE,PERTH ROYAL INFIRMARY,65
20-Sep-17,NHS TAYSIDE,PITLOCHRY COMMUNITY HOSPITAL,11
20-Sep-17,NHS TAYSIDE,ST MARGARET'S HOSPITAL,1
20-Sep-17,NHS TAYSIDE,WHITEHILLS HEALTH AND COMMUNITY CARE CENTRE,19
20-Sep-17,NHS WESTERN ISLES,UIST & BARRA HOSPITAL,3
20-Sep-17,NHS WESTERN ISLES,WESTERN ISLES HOSPITAL,18
21-Sep-17,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL AYR,104
21-Sep-17,NHS AYRSHIRE & ARRAN,UNIVERSITY HOSPITAL CROSSHOUSE,214
21-Sep-17,NHS BORDERS,BORDERS GENERAL HOSPITAL,97
21-Sep-17,NHS DUMFRIES & GALLOWAY,DUMFRIES & GALLOWAY ROYAL INFIRMARY,121
21-Sep-17,NHS DUMFRIES & GALLOWAY,GALLOWAY COMMUNITY HOSPITAL,32
21-Sep-17,NHS FIFE,ADAMSON HOSPITAL,5
21-Sep-17,NHS FIFE,QUEEN MARGARET HOSPITAL,62
21-Sep-17,NHS FIFE,ST ANDREWS COMMUNITY HOSPITAL,10
21-Sep-17,NHS FIFE,VICTORIA HOSPITAL,188
21-Sep-17,NHS FORTH VALLEY,FORTH VALLEY ROYAL HOSPITAL,186
21-Sep-17,NHS FORTH VALLEY,STIRLING COMMUNITY HOSPITAL,41
21-Sep-17,NHS GRAMPIAN,ABERDEEN ROYAL INFIRMARY,144
21-Sep-17,NHS GRAMPIAN,DR GRAY'S HOSPITAL,62
21-Sep-17,NHS GRAMPIAN,ROYAL ABERDEEN CHILDREN'S HOSPITAL,43
21-Sep-17,NHS GREATER GLASGOW & CLYDE,GLASGOW ROYAL INFIRMARY,249
21-Sep-17,NHS GREATER GLASGOW & CLYDE,INVERCLYDE ROYAL HOSPITAL,78
21-Sep-17,NHS GREATER GLASGOW & CLYDE,NEW VICTORIA HOSPITAL,97
